Id,ISBN,ISBN Image,Thumbnail Image,Title,Author(s),Genre ID,Genre,Rating,Copies
124,809231689,0809231689.jpg,http://ecx.images-amazon.com/images/I/51JCq%2B9sFhL.jpg,Feng Shui: The Book of Cures,Nancilee Wydra,2,Business & Money,4.5,9
125,70534489,0070534489.jpg,http://ecx.images-amazon.com/images/I/51axNg1pBmL.jpg,The McKinsey Way,Ethan Rasiel,2,Business & Money,2.5,1
126,1502799405,1502799405.jpg,http://ecx.images-amazon.com/images/I/41X-waLpuNL.jpg,E-Learning Uncovered: Articulate Storyline 2,Tim Slade,2,Business & Money,0.0,5
127,375758291,0375758291.jpg,http://ecx.images-amazon.com/images/I/41KCncePtjL.jpg,The Cathedral Within: Transforming Your Life by Giving Something Back,Bill Shore,2,Business & Money,1.0,9
128,085728326X,085728326X.jpg,http://ecx.images-amazon.com/images/I/519si6wpQCL.jpg,Two Decades of Market Reform in India: Some Dissenting Views (India and Asia in the Global Economy),,2,Business & Money,4.0,4
129,1502470136,1502470136.jpg,http://ecx.images-amazon.com/images/I/51MeyOYLrJL.jpg,Money Book: Cash Flow Ideas for Wealth Creation: Inspiring Experiences of Self-Made Billionaires and Millionaires,Dr. Daniel Goldmind,2,Business & Money,2.0,4
130,71843825,0071843825.jpg,http://ecx.images-amazon.com/images/I/516oqJJh6bL.jpg,"The Whole Brain Business Book, Second Edition: Unlocking the Power of Whole Brain Thinking in Organizations, Teams, and Individuals",Ned Herrmann,2,Business & Money,0.5,7
131,231167466,0231167466.jpg,http://ecx.images-amazon.com/images/I/411Lu29IvcL.jpg,Passion for Reality: The Extraordinary Life of the Investing Pioneer Paul Cabot (Columbia Business School Publishing),Michael R. Yogg,2,Business & Money,4.5,4
132,808038737,0808038737.jpg,http://ecx.images-amazon.com/images/I/418JyhLp5cL.jpg,U.S. Master Tax Guide (2015),CCH Tax Law Editors,2,Business & Money,0.0,7
133,149915707X,149915707X.jpg,http://ecx.images-amazon.com/images/I/41lGM3ZHunL.jpg,Swing Trading Made Simple,Michael Peroutka,2,Business & Money,2.0,9
134,1609497694,1609497694.jpg,http://ecx.images-amazon.com/images/I/51Em2uSwA7L.jpg,The Fateful History of Fannie Mae:: New Deal Birth to Mortgage Crisis Fall,James R. Hagerty,2,Business & Money,2.0,9
135,300146760,0300146760.jpg,http://ecx.images-amazon.com/images/I/516TrTSrNSL.jpg,"The Kipper und Wipper Inflation, 1619-23: An Economic History with Contemporary German Broadsheets (Yale Series in Economic and Financial History)",Prof. Martha White Paas,2,Business & Money,0.5,6
136,674743954,0674743954.jpg,http://ecx.images-amazon.com/images/I/51b2XkczKLL.jpg,The End Game: How Inequality Shapes Our Final Years,Corey M. Abramson,2,Business & Money,0.0,7
137,1133586554,1133586554.jpg,http://ecx.images-amazon.com/images/I/51KHxEG4ZTL.jpg,Real Estate Law (South-Western Legal Studies in Business Academic),Marianne M. Jennings,2,Business & Money,2.0,3
138,1591396387,1591396387.jpg,http://ecx.images-amazon.com/images/I/41RXha7uzXL.jpg,Harvard Business Review on Doing Business in China (Harvard Business Review Paperback Series),Harvard Business School Press,2,Business & Money,2.0,1
139,1620970082,1620970082.jpg,http://ecx.images-amazon.com/images/I/41r0KCjyQiL.jpg,Out of Sight: The Long and Disturbing Story of Corporations Outsourcing Catastrophe,Erik Loomis,2,Business & Money,3.0,8
140,538740558,0538740558.jpg,http://ecx.images-amazon.com/images/I/51LaFp2uEGL.jpg,California Real Estate Practice,Robert L. Herd,2,Business & Money,4.0,3
141,1493554662,1493554662.jpg,http://ecx.images-amazon.com/images/I/51WOQy7TrpL.jpg,"Hacking Kickstarter, Indiegogo: How to Raise Big Bucks in 30 Days: Secrets to Running a Successful Crowd Funding Campaign on a Budget (Updated September 2015)",Patrice Williams Marks,2,Business & Money,2.5,3
142,1595620826,1595620826.jpg,http://ecx.images-amazon.com/images/I/41KTjWoTZXL.jpg,Entrepreneurial StrengthsFinder,Jim Clifton,2,Business & Money,2.0,9
143,1629560987,1629560987.jpg,http://ecx.images-amazon.com/images/I/41GhIcwFU4L.jpg,"Even the Odds: Sensible Risk-Taking in Business, Investing, and Life",Karen Firestone,2,Business & Money,4.5,8
144,980122783,0980122783.jpg,http://ecx.images-amazon.com/images/I/51jkYObuF3L.jpg,The Responsible Company: What We've Learned From Patagonia's First 40 Years,Yvon Chouinard,2,Business & Money,1.5,3
145,470947748,0470947748.jpg,http://ecx.images-amazon.com/images/I/51amp-ymHRL.jpg,Coaching for Leadership: Writings on Leadership from the World's Greatest Coaches,Marshall Goldsmith,2,Business & Money,1.5,5
146,1586486993,1586486993.jpg,http://ecx.images-amazon.com/images/I/51TNgjsne6L.jpg,The Crash of 2008 and What it Means: The New Paradigm for Financial Markets,George Soros,2,Business & Money,4.5,2
147,1845640446,1845640446.jpg,http://ecx.images-amazon.com/images/I/51B1WVKJWTL.jpg,Sustainable Tourism II,C. A. Brebbia,2,Business & Money,4.0,4
148,787975400,0787975400.jpg,http://ecx.images-amazon.com/images/I/51m3jtUKSIL.jpg,Bookkeeping for Nonprofits: A Step-by-Step Guide to Nonprofit Accounting,Murray Dropkin,2,Business & Money,0.0,9
149,1634594010,1634594010.jpg,http://ecx.images-amazon.com/images/I/4144d7tBalL.jpg,Uniform Trust and Estate Statutes (Selected Statutes),Thomas Gallanis,2,Business & Money,2.0,5
150,145632134X,145632134X.jpg,http://ecx.images-amazon.com/images/I/51g3HZYVS3L.jpg,Hidden Credit Repair Secrets: Step-by-Step 6 Letter Dispute Plan Included,Mark Clayborne,2,Business & Money,4.0,3
151,1449406920,1449406920.jpg,http://ecx.images-amazon.com/images/I/61VYdi11yPL.jpg,Quilting: 2012 Day-to-Day Calendar,Accord Publishing,3,Calendars,3.5,6
152,761183736,0761183736.jpg,http://ecx.images-amazon.com/images/I/61sMVEchJHL.jpg,365 Bible Verses-A-Year Color Page-A-Day Calendar 2016,Workman Publishing,3,Calendars,1.0,1
153,1438832818,1438832818.jpg,http://ecx.images-amazon.com/images/I/61apbQaALKL.jpg,Harley Davidson 2015 Premium Wall Calendar,Trends International,3,Calendars,0.0,3
154,761183272,0761183272.jpg,http://ecx.images-amazon.com/images/I/61Y5cOdHJbL.jpg,Mom's Family Wall Calendar 2016,Sandra Boynton,3,Calendars,2.5,2
155,1624382029,1624382029.jpg,http://ecx.images-amazon.com/images/I/61gzAJyWx9L.jpg,2016 Susan Branch Mini Calendar,Susan Branch,3,Calendars,3.5,4
156,1505661250,1505661250.jpg,http://ecx.images-amazon.com/images/I/51v6FdeXsvL.jpg,Orchids Calendar 2015: 16 Month Calendar,James Bates,3,Calendars,0.5,3
157,1465034013,1465034013.jpg,http://ecx.images-amazon.com/images/I/61zzlteO7zL.jpg,Nashville 2015 Square 12x12,BrownTrout,3,Calendars,0.5,6
158,1629053015,1629053015.jpg,http://ecx.images-amazon.com/images/I/61i92B2EfCL.jpg,Harry Potter Poster Wall Calendar (2016),Day Dream,3,Calendars,4.5,3
159,1594906564,1594906564.jpg,http://ecx.images-amazon.com/images/I/51x4D3hAhzL.jpg,Powwow Calendar,Chris Roberts,3,Calendars,3.5,7
160,62419129,0062419129.jpg,http://ecx.images-amazon.com/images/I/61gzyKDdf4L.jpg,Tolkien Calendar 2016,J. R. R. Tolkien,3,Calendars,2.0,5
161,1465046216,1465046216.jpg,http://ecx.images-amazon.com/images/I/61SBq3x0rHL.jpg,Texas Wildflowers 2016 Square 12x12,Browntrout Publishers,3,Calendars,3.0,1
162,486417468,0486417468.jpg,http://ecx.images-amazon.com/images/I/512gMPdv4%2BL.jpg,Little Advent Calendar Sticker Activity Book (Dover Little Activity Books Stickers),Marty Noble,3,Calendars,1.5,5
163,1631360116,1631360116.jpg,http://ecx.images-amazon.com/images/I/61785ziDOUL.jpg,Environmental Art 2016 Wall Calendar: Contemporary Art in the Natural World,Amber Lotus Publishing,3,Calendars,4.0,2
164,1419716042,1419716042.jpg,http://ecx.images-amazon.com/images/I/61uIIS4e1CL.jpg,Forest Feast 2016 Wall Calendar,Erin Gleeson,3,Calendars,2.5,9
165,163136037X,163136037X.jpg,http://ecx.images-amazon.com/images/I/61dqoVRJfDL.jpg,Shepard Fairey 2016 Wall Calendar: Graphic Activist,Shepard Fairey,3,Calendars,4.0,3
166,1517514967,1517514967.jpg,http://ecx.images-amazon.com/images/I/41dVo1MGEbL.jpg,Wooden Boats Pocket Monthly Planner 2016: 16 Month Calendar,Jack Smith,3,Calendars,2.5,2
167,1624381243,1624381243.jpg,http://ecx.images-amazon.com/images/I/61zruy9I5XL.jpg,2016 On Broadway Wall Calendar,Playbill,3,Calendars,1.5,1
168,1610463285,1610463285.jpg,http://ecx.images-amazon.com/images/I/61beC0%2BGaXL.jpg,2016 Jewel of the Lotus Wall Calendar,Brush Dance,3,Calendars,1.0,5
169,1933790377,1933790377.jpg,http://ecx.images-amazon.com/images/I/61el07pThpL.jpg,2016 Western Horse Desk Datebook,David R. Stoecklein,3,Calendars,3.5,5
170,1629052787,1629052787.jpg,http://ecx.images-amazon.com/images/I/51Ya1ZRV9bL.jpg,Kittens Mini Wall Calendar (2016),Day Dream,3,Calendars,1.0,9
171,789329832,0789329832.jpg,http://ecx.images-amazon.com/images/I/51oNRQO3S5L.jpg,Ferrari 2016 Wall Calendar: Official GT Calendar,Universe Publishing,3,Calendars,0.5,6
172,B01229PGDM,B01229PGDM.jpg,http://ecx.images-amazon.com/images/I/51bAJW5K9rL.jpg,Disney Fairies 2016 Wall Calendar (12 Months),,3,Calendars,5.0,4
173,1937747387,1937747387.jpg,http://ecx.images-amazon.com/images/I/51WH3iV-WjL.jpg,Adventure Motorcycle Calendar 2015,Lee Klancher,3,Calendars,2.0,10
174,789328488,0789328488.jpg,http://ecx.images-amazon.com/images/I/61CRjJtJTEL.jpg,Star Trek 2015 Wall Calendar: Ships of the LIne,CBS,3,Calendars,4.5,3
175,157198710X,157198710X.jpg,http://ecx.images-amazon.com/images/I/61SFjgbcQcL.jpg,The Old Farmer's Almanac 2017 Gardening Calendar,Old Farmer�E��Es Almanac,3,Calendars,3.0,10
176,1416297804,1416297804.jpg,http://ecx.images-amazon.com/images/I/51S5Gee6CrL.jpg,The Wilderness Society 2016 Wall Calendar,Ron and Patty Thomas Photography/ Getty images,3,Calendars,1.5,2
177,1594909148,1594909148.jpg,http://ecx.images-amazon.com/images/I/511DoKwbuPL.jpg,"2014 Sailing World, Dr. Crash",Dr. Crash,3,Calendars,4.5,9
178,1416296816,1416296816.jpg,http://ecx.images-amazon.com/images/I/61vK5JItIUL.jpg,The Chew; Food. Life. Fun. 2015 Boxed Calendar,American Broadcasting Companies,3,Calendars,4.0,2
179,3955704688,3955704688.jpg,http://ecx.images-amazon.com/images/I/61Z3LyziELL.jpg,Regatta (Wonderful World),Tushita Publishing,3,Calendars,2.5,1
180,761177817,0761177817.jpg,http://ecx.images-amazon.com/images/I/51Ef9B17tAL.jpg,Mom's Family 2015 Desk Planner,Sandra Boynton,3,Calendars,2.5,6
181,1438833547,1438833547.jpg,http://ecx.images-amazon.com/images/I/51TyNyWwMrL.jpg,Sports Illustrated Swimsuit 2015 DVD Wall Calendar,Trends International,3,Calendars,4.0,6
182,1416298304,1416298304.jpg,http://ecx.images-amazon.com/images/I/619iyawfFRL.jpg,Nature of Trees 2016 Mini Calendar,Paul Kozal,3,Calendars,3.5,10
183,789330075,0789330075.jpg,http://ecx.images-amazon.com/images/I/71uXQBppbzL.jpg,tokidoki 2016 Wall Calendar,Simone Legno,3,Calendars,2.0,1
184,741251140,0741251140.jpg,http://ecx.images-amazon.com/images/I/61FYN91DpiL.jpg,Horses in the Mist 2016 Calendar: Bonus Download,,3,Calendars,3.0,5
185,1579393306,1579393306.jpg,http://ecx.images-amazon.com/images/I/51JC1h5rX3L.jpg,Knitting Pattern-a-Day: 2008 Day-to-Day Calendar,Desiree Scales,3,Calendars,1.0,5
186,1416290621,1416290621.jpg,http://ecx.images-amazon.com/images/I/41k6rmzEzsL.jpg,Angels 2013 Checkbook (calendar),Sellers Publishing,3,Calendars,0.5,4
187,1616264039,1616264039.jpg,http://ecx.images-amazon.com/images/I/51awbCTeYeL.jpg,365 LITTLE REASONS TO CELEBRATE TODAY! (365 Perpetual Calendars),,3,Calendars,2.0,4
188,1465016953,1465016953.jpg,http://ecx.images-amazon.com/images/I/61dimMmhskL.jpg,Dressage Calendar (Multilingual Edition),,3,Calendars,1.5,7
189,1609330536,1609330536.jpg,http://ecx.images-amazon.com/images/I/51lFLl-gmsL.jpg,"13 Book Collection: Calendar Mysteries January Joker, February Friend, March Mischief, April Adventure, May Magic, June Jam, July Jitters, August Acrobat, September Sneakers, October Ogre, November Night, December Dog, New Year's Eve Thieves",Ron Roy,3,Calendars,2.0,6
190,1780543107,1780543107.jpg,http://ecx.images-amazon.com/images/I/61zH1yulB8L.jpg,Official Big Bang Theory 2014 Calendar,,3,Calendars,2.0,6
191,1517092191,1517092191.jpg,http://ecx.images-amazon.com/images/I/514iu2SvygL.jpg,Cupcakes Mini Wall Calendar 2016: 16 Month Calendar,Jack Smith,3,Calendars,1.5,9
192,1624382401,1624382401.jpg,http://ecx.images-amazon.com/images/I/51wi9-fb2ML.jpg,2016 Keep Calm and Quote Movies Daily Desktop Calendar,TF Publishing,3,Calendars,3.0,1
193,1629055948,1629055948.jpg,http://ecx.images-amazon.com/images/I/61vQWDEZm8L.jpg,Pacific Coast Wall Calendar (2016),Landmark,3,Calendars,0.0,7
194,1847576303,1847576303.jpg,http://ecx.images-amazon.com/images/I/61joUYPmlvL.jpg,"Anne Stokes 2016 ""The Realms"" 16 Month Wall Calendar",,3,Calendars,1.0,8
195,876126190,0876126190.jpg,http://ecx.images-amazon.com/images/I/41dU5N1S39L.jpg,Inner Reflections 2016 Engagement Calendar,Paramahansa Yogananda,3,Calendars,2.0,2
196,1939563259,1939563259.jpg,http://ecx.images-amazon.com/images/I/619SmmSDhWL.jpg,Primal Blueprint Page-A-Day 2017 Desk Calendar,Mark Sisson,3,Calendars,3.0,8
197,1770855548,1770855548.jpg,http://ecx.images-amazon.com/images/I/51xQi8x0K3L.jpg,Meteo 2016: Avec retrospective quotidienne (French Edition),Firefly Books,3,Calendars,5.0,1
198,760348723,0760348723.jpg,http://ecx.images-amazon.com/images/I/51762fSftjL.jpg,American Muscle Cars 2016 Mini: 16-Month Calendar September 2015 through December 2016,,3,Calendars,2.5,2
199,143884333X,143884333X.jpg,http://ecx.images-amazon.com/images/I/51zkMUVFuKL.jpg,Wine For Dummies Day At A Time 2016 Box Calendar,Trends International,3,Calendars,1.5,9
200,1604680075,1604680075.jpg,http://ecx.images-amazon.com/images/I/61AJQZBEc2L.jpg,That Patchwork Place Quilt Calendar 2011,That Patchwork Place,3,Calendars,1.0,10
201,1580376223,1580376223.jpg,http://ecx.images-amazon.com/images/I/51dzyv0B3aL.jpg,"Exploring Asia, Grades 5 - 8 (Continents of the World)",Michael Kramme Ph.D.,4,Children's Books,4.0,7
202,735315051,0735315051.jpg,http://ecx.images-amazon.com/images/I/51o-frXx-DL.jpg,Kids' Travel Specialty Journal,Mudpuppy,4,Children's Books,2.0,10
203,980083508,0980083508.jpg,http://ecx.images-amazon.com/images/I/519eQtuAvRL.jpg,The Leprechaun Trap: A Family Tradition For Saint Patrick's Day,David Clinch,4,Children's Books,2.5,10
204,735842396,0735842396.jpg,http://ecx.images-amazon.com/images/I/41S9xjjH5sL.jpg,Coco and the Little Black Dress,Annmarie Van Haeringen,4,Children's Books,1.0,5
205,811834778,0811834778.jpg,http://ecx.images-amazon.com/images/I/51OAPa%2BKoYL.jpg,The Elves and the Shoemaker,Jacob Grimm,4,Children's Books,3.0,1
206,792253841,0792253841.jpg,http://ecx.images-amazon.com/images/I/51BW3QHBD7L.jpg,National Geographic Investigates: Ancient Africa: Archaeology Unlocks the Secrets of Africa's Past,Victoria Sherrow,4,Children's Books,1.0,3
207,547612184,0547612184.jpg,http://ecx.images-amazon.com/images/I/51kGT-ebl3L.jpg,Martin de Porres: The Rose in the Desert (Americas Award for Children's and Young Adult Literature. Honorable Mention),Gary D. Schmidt,4,Children's Books,1.5,7
208,545826276,0545826276.jpg,http://ecx.images-amazon.com/images/I/61YSo2ugCxL.jpg,Superstars of Science,R.G. Grant,4,Children's Books,0.5,10
209,618111190,0618111190.jpg,http://ecx.images-amazon.com/images/I/51GNmLiqUJL.jpg,The Snake Scientist (Scientists in the Field Series),Sy Montgomery,4,Children's Books,2.0,1
210,763672939,0763672939.jpg,http://ecx.images-amazon.com/images/I/41WOiIRjWhL.jpg,Shh! We Have a Plan (Irma S and James H Black Honor for Excellence in Children's Literature (Awards)),Chris Haughton,4,Children's Books,1.5,3
211,938256920,0938256920.jpg,http://ecx.images-amazon.com/images/I/51Gh%2BYAbFaL.jpg,Subtraction 0-12 Flash Cards,School Zone Publishing Company Staff,4,Children's Books,1.0,2
212,1631377892,1631377892.jpg,http://ecx.images-amazon.com/images/I/61P7Apsz-xL.jpg,Maintaining a Positive Digital Footprint (Information Explorer Junior),Jeff McHugh,4,Children's Books,2.0,7
213,756511577,0756511577.jpg,http://ecx.images-amazon.com/images/I/51aLhASoyjL.jpg,Hockey for Fun! (For Fun!: Sports series),Sandra Will,4,Children's Books,0.5,7
214,1476535167,1476535167.jpg,http://ecx.images-amazon.com/images/I/61-N%2B0RMhNL.jpg,Mexico (Countries),Christine Juarez,4,Children's Books,5.0,7
215,1616894563,1616894563.jpg,http://ecx.images-amazon.com/images/I/41Qd8j51SLL.jpg,Vincent van Gogh: Meet the Artist!,Patricia Geis,4,Children's Books,3.5,6
216,803741383,0803741383.jpg,http://ecx.images-amazon.com/images/I/51nbW8guZ0L.jpg,Seven Orange Pumpkins board book,Stephen Savage,4,Children's Books,2.5,4
217,753458047,0753458047.jpg,http://ecx.images-amazon.com/images/I/51TjI2OZFQL.jpg,Are You a Bee? (Backyard Books),Judy Allen,4,Children's Books,2.0,4
218,545533643,0545533643.jpg,http://ecx.images-amazon.com/images/I/51R1ZbyGP3L.jpg,"Dreidel, Dreidel, Dreidel!",,4,Children's Books,3.0,8
219,545290791,0545290791.jpg,http://ecx.images-amazon.com/images/I/41jIgmsYB%2BL.jpg,Cut,Patricia McCormick,4,Children's Books,4.0,10
220,1429617667,1429617667.jpg,http://ecx.images-amazon.com/images/I/51-8Zhlu9GL.jpg,Westward Expansion: An Interactive History Adventure (You Choose: History),Allison Lassieur,4,Children's Books,1.5,4
221,761171894,0761171894.jpg,http://ecx.images-amazon.com/images/I/51XoGW9szwL.jpg,"Jokelopedia, Third Edition: The Biggest, Best, Silliest, Dumbest Joke Book Ever!",Eva Blank,4,Children's Books,5.0,3
222,1936261294,1936261294.jpg,http://ecx.images-amazon.com/images/I/51OpwdFmoaL.jpg,Maddi's Fridge,Lois Brandt,4,Children's Books,5.0,10
223,531252299,0531252299.jpg,http://ecx.images-amazon.com/images/I/5178Fo2TmBL.jpg,The Ancient Maya (True Books: Ancient Civilizations),Jackie Maloy,4,Children's Books,2.5,8
224,994817711,0994817711.jpg,http://ecx.images-amazon.com/images/I/61vVzKDjTqL.jpg,Fuzzy Forensics: DNA Fingerprinting Gets Wild,L. E. Carmichael,4,Children's Books,1.0,3
225,756638763,0756638763.jpg,http://ecx.images-amazon.com/images/I/51R0M3dj7ML.jpg,Ultimate Sticker Book: John Deere: Tractors (Ultimate Sticker Books),DK Publishing,4,Children's Books,0.0,10
226,375823034,0375823034.jpg,http://ecx.images-amazon.com/images/I/51F0B5j99sL.jpg,"Raptor Pack (Step-into-Reading, Step 5)",Dr. Robert T. Bakker,4,Children's Books,5.0,7
227,689878257,0689878257.jpg,http://ecx.images-amazon.com/images/I/51ei9wqxnHL.jpg,Abiyoyo (Stories to Go!) Paperback,Pete Seeger,4,Children's Books,2.0,2
228,590397265,0590397265.jpg,http://ecx.images-amazon.com/images/I/51M7YBS52WL.jpg,If You Lived With The Hopi Indians,Anne Kamma,4,Children's Books,2.5,1
229,142630918X,142630918X.jpg,http://ecx.images-amazon.com/images/I/610XgDTaSkL.jpg,"National Geographic Kids 125 True Stories of Amazing Animals: Inspiring Tales of Animal Friendship & Four-Legged Heroes, Plus Crazy Animal Antics",National Geographic Kids,4,Children's Books,1.0,2
230,590483838,0590483838.jpg,http://ecx.images-amazon.com/images/I/51bBwfOhm7L.jpg,Light The Lights! A Story About Celebrating Hanukkah And Christmas,Margaret Moorman,4,Children's Books,1.0,1
231,1927173558,1927173558.jpg,http://ecx.images-amazon.com/images/I/51M86a5NzDL.jpg,Environmental Science (3rd Edition) Student Workbook,Tracey Greenwood,4,Children's Books,0.0,4
232,545646286,0545646286.jpg,http://ecx.images-amazon.com/images/I/61nZeA72f7L.jpg,Dragon Masters #3: Secret of the Water Dragon (A Branches Book),Tracey West,4,Children's Books,2.0,7
233,618605878,0618605878.jpg,http://ecx.images-amazon.com/images/I/61tnrTqOWCL.jpg,Curious George the Movie: Touch and Feel Book,H. A. Rey,4,Children's Books,1.5,6
234,394800923,0394800923.jpg,http://ecx.images-amazon.com/images/I/51t50BWM-0L.jpg,I Had Trouble in Getting to Solla Sollew,Dr. Seuss,4,Children's Books,0.0,8
235,763679585,0763679585.jpg,http://ecx.images-amazon.com/images/I/5111V-HRd7L.jpg,Snow,Sam Usher,4,Children's Books,1.0,2
236,1449449700,1449449700.jpg,http://ecx.images-amazon.com/images/I/51%2B%2Bl5zMOZL.jpg,Charlie Brown and Friends: A Peanuts Collection (Amp! Comics for Kids),Charles M. Schulz,4,Children's Books,4.0,1
237,1584301570,1584301570.jpg,http://ecx.images-amazon.com/images/I/510v2rWohdL.jpg,Passage to Freedom: The Sugihara Story,Ken Mochizuki,4,Children's Books,0.0,5
238,307021688,0307021688.jpg,http://ecx.images-amazon.com/images/I/51BzOEsmoFL.jpg,Tawny Scrawny Lion (Little Golden Book),Kathryn Jackson,4,Children's Books,2.5,8
239,1939629659,1939629659.jpg,http://ecx.images-amazon.com/images/I/51RjWAsmZsL.jpg,Book,David W Miles,4,Children's Books,4.0,1
240,811872351,0811872351.jpg,http://ecx.images-amazon.com/images/I/51QG8oF8WhL.jpg,On a Beam of Light: A Story of Albert Einstein,Jennifer Berne,4,Children's Books,0.5,2
241,1484724976,1484724976.jpg,http://ecx.images-amazon.com/images/I/517-Z0Wk6nL.jpg,Journey to Star Wars: The Force Awakens Moving Target: A Princess Leia Adventure (Star Wars: Journey to Star Wars: the Force Awakens),Cecil Castellucci,4,Children's Books,2.5,7
242,1582349908,1582349908.jpg,http://ecx.images-amazon.com/images/I/51T0-j4GwzL.jpg,The Goose Girl (Books of Bayern),Shannon Hale,4,Children's Books,1.5,4
243,1554514770,1554514770.jpg,http://ecx.images-amazon.com/images/I/61wuHjyAAAL.jpg,"The Arab World Thought of It: Inventions, Innovations, and Amazing Facts (We Thought Of It)",Saima Hussain,4,Children's Books,5.0,2
244,307980790,0307980790.jpg,http://ecx.images-amazon.com/images/I/51MAiJ98fwL.jpg,Lunch Lady and the Video Game Villain: Lunch Lady #9,Jarrett J. Krosoczka,4,Children's Books,2.5,4
245,544416643,0544416643.jpg,http://ecx.images-amazon.com/images/I/51vpblrTubL.jpg,Inside Biosphere 2: Earth Science Under Glass (Scientists in the Field Series),Mary Kay Carson,4,Children's Books,2.5,2
246,1851032258,1851032258.jpg,http://ecx.images-amazon.com/images/I/510WDH495NL.jpg,The Body (First Discoveries),Sylvaine Peyrols,4,Children's Books,2.0,8
247,615473938,0615473938.jpg,http://ecx.images-amazon.com/images/I/61F9ycvvMoL.jpg,Spaghetti in A Hot Dog Bun: Having the Courage to Be Who You Are,Maria Dismondy,4,Children's Books,2.5,2
248,1551431327,1551431327.jpg,http://ecx.images-amazon.com/images/I/01DQAGBVXCL.jpg,The Fox's Kettle,Laura Langston,4,Children's Books,2.0,1
249,1423146778,1423146778.jpg,http://ecx.images-amazon.com/images/I/519Y6BS1inL.jpg,"The House of Hades (Heroes of Olympus, The, Book Four) (The Heroes of Olympus)",Rick Riordan,4,Children's Books,3.0,1
250,718827058,0718827058.jpg,http://ecx.images-amazon.com/images/I/51exD8tOR7L.jpg,History of Australia,Manning Clark,4,Children's Books,3.5,4
251,934977143,0934977143.jpg,http://ecx.images-amazon.com/images/I/51LytLe6wYL.jpg,Visions of Heaven & Hell Before Dante,Eileen Gardiner,9,Christian Books & Bibles,5.0,4
252,829440917,0829440917.jpg,http://ecx.images-amazon.com/images/I/51diM229O2L.jpg,Pope Francis: Why He Leads the Way He Leads,Chris Lowney,9,Christian Books & Bibles,3.0,2
253,1495315339,1495315339.jpg,http://ecx.images-amazon.com/images/I/41QaVYaqLLL.jpg,Martin Luther's Large & Small Catechisms,Martin Luther,9,Christian Books & Bibles,3.5,6
254,814613888,0814613888.jpg,http://ecx.images-amazon.com/images/I/41LISrX60-L.jpg,Seeking God: The Way of St. Benedict,Esther de Waal,9,Christian Books & Bibles,1.0,1
